,id,name,document
75,1007409,MILTON KEYNES ARTS CENTRE LTD,"







Milton Keynes Arts Centre



































































 



			︎
	










Milton Keynes Arts Centre


WHAT’S ON
Creative Learning
Projects





Mark






 



What’s on  Creative Learning  Resources  Families  About  Donate  Hire







 








Yewande YoYo Odunubi
During the Spring/Summer of 2023, Milton Keynes Arts Centre is working with Yewande YoYo Odunubi as she begins research for a new performance piece. 
Find out more or register interest hereImage: Yewande YoYo Odunubi, What I hide by my language my body utters (2022), performance with Auclair, for the exhibition Calling the Body to attention by Yewande YoYo Odunubi, presented by ICF. Image by Rohan Ayinde.


Open Garden Events


Open Garden Seasonal Events 2023, Starting Saturday 22nd AprilJoin artist Katie Fields for an afternoon in the garden preparing for the season. Pop in and say hello, listen to a talk or lend a helping hand.

Find out more here

Half Term Crafts


Wednesday 12th April 2023 1-3 PM, Free for local residents.
Looking for something creative and fun for the kids this Easter holiday? Come along to our Spring Mandala workshop with artist Gabrielle Radiguet.
Find out more hereImage: Gabrielle Radiguet




Art, Nature & Wellbeing

A 10-week creative course for young people. Attendance by booking / referral only. In partnership with Arts for Health Milton Keynes and The Parks Trust.
Find out more
Image: Susan Erskine-Jones


Kateřina Šedá

Milton Keynes Arts Centre is seeking people living or working in Eaglestone to meet the artist Kateřina Šedá
Kateřina Šedá, Everything Is Perfect, 2013

Find out more here
Volunteering and Family Day 


Monday 8th
May 202311am–3pmOn Bank Holiday Monday 8th May, Milton Keyes Arts Centre invites you to a volunteering and family
day.
Find out more here






Artist Listening Event


Tuesday 2nd May, 4pm – 6pmMilton Keynes Arts Centre, Free, Booking Required
In association with Arts for Health MK, Milton Keynes Arts Centre is inviting artists to join the second in our series exploring the lived experience of working in the community and how we can work together in supporting artists’ health and wellbeing.
Find out more and book

Arts Council England – Funding


Milton Keynes Arts Centre one of 990 organisations nationwide to be offered investment funding from Arts Council England.

Continue reading
































Sign up to our Mailing List for the latest news on Creative Courses, Free Workshops and getting involved in our artist projects.

















Milton Keynes Arts CentreParklandsMilton KeynesMK14 5DZ+44 (0)1908 608108hello@miltonkeynesartscentre.org














Our small café and toilets, including an accessible toilet,  is open Wednesdays and Saturdays 10am-4pm.*

* The Arts Centre is occasionally closed for private events; it is advisable to check ahead.

Stay connected with us on Twitter, Instagram or Facebook︎ ︎ ︎















Milton Keynes Arts Centre is a Registered Charity no.1007409  Privacy Statement








 





"
76,1007428,AGE CONCERN LEAMINGTON SPA,
77,1007487,GREATER MANCHESTER ACCESSIBLE TRANSPORT LIMITED,
78,1007503,8TH WOLVERHAMPTON SCOUT GROUP,
79,1007505,GEORGE BARTON MOTOR NEURONE DISEASE TRUST,
80,1007596,FAMILIES IN CARE,"

































































































About Us | familiesincare

























top of page 
Families in Care
 
​
​
                  Registered Charity Number 1007596         Independent Advocacy, Counselling and Support for Birth Families involved with child                                                                                            protection services in the North East.Independent Advocacy and Counselling are                                                                                                      currently available only to families involved with Newcastle Children Social Services.
​





Families in Care is a proud recipient of the Queen’s Award for Voluntary Service 2020 About UsTestimonialsSupported bySocialSupport ServicesAdvocacyCounsellingWellbeing GroupsPost-adoption SupportMindfulnessStepping Stones CollegeTrainingTraining UnitSessions delivered by the parentsSocial Work Practice LearningPreparation for PracticeFamilies in Care at Durham UniversityResourcesResourcesFor Parents and Other Family MembersLearning and DevelopmentFor children and young peopleWorried about a child?FIC Student RoomNew PageFor PractitionersFor VolunteersSupport Our WorkContactPortfolio 1MoreUse tab to navigate through the menu items. 
Mothers and fathers who have had their children removed are at a traumatic point in their lives. At such a desperate time, they need help and support from experienced people with professional expertise. This should be our collective responsibility. Organisations like Families in Care need our support.
​
Ken Loach, Film Director of  I, Daniel Blake 2016 (Palme D'Or Winner) and Ladybird Ladybird 1994.
​ 
Contact Us:                 
Email:   yoursupport@familiesincare.co.uk
Phone:   07897903950
 
Working Hours:    Monday to Friday  9 am - 5 pm
                                  By appointments and referrals only. 
                                  We accept self-referrals.Please contact                                    us for more information.Our Patrons:
              Dame Esther Rantzen DBE, founder of ChildLine Silver Line
              Joan Mills, first professionally qualified social worker for FIC
              Legal Consultant : David Banks, SolicitorShareLog InAbout Us
Established by parents in 1986, Families in Care has been a registered charity since 1992 and is firmly recognised as a professional organisation by the Judiciary and Child Care professionals across Tyneside.

Emerging out of parents own identified needs, from the very beginning Families in Care has been placing parents at the heart of the service. Creating a service delivery model that is nurturing, non-judgemental, holistic and most importantly in partnership with birth parents it has drawn from expertise delivered by parents, practitioners and other professionals. Over the years, Families in Care has developed a unique service, providing free specialist advocacy, counselling, wellbeing and education for birth parents and high quality training opportunities for law and social work students at all levels.Welcome to Families in Care. 
“I have the highest regard for Families in Care; they have been immeasurably helpful not only to clients of mine but to parents and other family members where, say my involvement was as a solicitor for the child or children.”
                                                               
                                                                                       Family Solicitor
Why we do it
​​
The simple answer is - because people tell us that they need our service.
 
And because we are passionate about it.
 
Parents and grandparents involved in complex child protection proceedings tell us that too often they find the process overwhelming, stressful, scary and difficult to understand. Families in Care works to reduce the stress and distress experienced by birth families involved with Child Protection Services; ensuring that vulnerable families are informed, included and supported.
 
As stressed by Family Rights Group, helping parents to understand their rights and choices they have supports the process of partnership working between them and local authorities, meaning better engagement and improved chances for children. While working with parents and other family members, we are playing our full part in safeguarding and working together to meet the needs of vulnerable children.
           (Working Together to Safeguard Children Guidance, 2013)
 
 
 
 
 
 
What we do
​​
Families in Care provides an independent advocacy and counselling for parents and other family members involved with child protection services across Tyneside. We accept referrals from concerned professionals as well as service users themselves. Please contact us for more details.
 
We also offer weely drop-in group for parents, where they can meet others in similar situation, arrange one-to-one appointment with the member of our team, get advice and share their experiences.
 
Mothers who have very limited or no contact with their chidren can access our adoption self-support group, where in a safe and friendly environment they can talk about their experiences and receive both professional and peer support.
 
Our agency has been also providing successful practice learning opportunities for social work students as well as taking part in training students of family law. Students, Newly Qualified Social Workers and advocates can access our training packages prepared and delivered by our service users and qualified social workers.
 
 
 
Never be afraid to raise your voice for honesty and truth and compassion against injustice.
If people all over the world...would do this, it would change the earth.
   
                                                              
                     William Faulkner
Where we work
​​
Families in Care provides direct service on outreach basis in Newcastle upon Tyne. Please contact us for more information.
 
Please contact us if you have an enquiry regarding support for for birth families who live outside of our agency's practice area.
 
 
 
 
 
 Our team
​​
Families in Care employs dedicated qualified social workers and a counsellor. We are grateful for receiving help from our passionate volunteers who dedicate their skills and time to enhance our work in counselling, advocacy and therapeutic activities fields.
They are all passionate people working together to support some of the most vulnerable and isolated members of our society. All members of our team have necessary knowledge and experience in the child protection field and are driven by common values of empowerment, humanity and justice.
 
 
 
'It is a priviledge to work with so inspiring, dedicated and passionate individuals. I believe that our strenght is that here, in Families in Care, our values are our bottom line, our starting and ending point, with the humility in a face of real personal experience and people's struggles being at the core of our ethos.'
                                                                                      
                                                                                               Alicja
 
 
 
 
 
 
Key documents
​​
 
 
 
 
 
 
Financial Statement FIC Service Summary Key Policies and ProceduresFIC ConstitutionAnnual ReportFamilies in Care 
Tyne and Wear
Call Us:
07514335410Email Us:
yoursupport@familiesincare.com
© 2020  Families in Care. Registered Chariity Number 1007596.bottom of page










"
81,1007620,THE ASPEX VISUAL ARTS TRUST LIMITED,"













Aspex Portsmouth 




























"
82,1007683,THE FREEDOM CENTRE (WORKING WITH PEOPLE WITH DISABILITIES),"




Freedom Centre – Sheerness, Kent























		Skip to content	




Freedom Centre

				Sheerness, Kent			

Home
News
Events
Newsletters
Contact Us
The Fantastic Team








Back
								




 








FeaturedWelcome 

We just got the website on, and over the coming few days there will be big changes, check back soon!



Posted byNathan ArnoldNovember 8, 2022November 21, 2022Posted inNews and Announcements 



Faces Artwork 

Here is a little taster of some of the facial-themed artwork created by some of our members.











Posted byNathan ArnoldNovember 21, 2022November 21, 2022Posted inArtTags: Art, Artwork, Faces, Photos 



Art Class Taster 

We have a huge turnout in our art classes, so much so that we have many talented members with fantastic examples of their creative capabilities, here is a little taster in the gallery below, and if you would like to look at any other posts, be sure to regularly check here: Artwork









Posted byNathan ArnoldNovember 21, 2022Posted inNews and AnnouncementsTags: Artwork 



October 2022 Newsletter 

October, November, and December Newsletter.
October-November-December-2022-NewsletterDownload


Posted byNathan ArnoldOctober 1, 2022November 22, 2022Posted inNews and AnnouncementsTags: Newsletters 



April 2022 Newsletter 

April, May and June 2022 newsletter.
April-May-June-2022-NewsletterDownload


Posted byNathan ArnoldApril 1, 2022November 22, 2022Posted inNews and AnnouncementsTags: Newsletters 



January 2022 

January, February, and March 2022 newsletter.
Jan-Feb-March-2022-NewsletterDownload


Posted byNathan ArnoldJanuary 1, 2022November 22, 2022Posted inNews and AnnouncementsTags: Newsletters 



January 2021 

January, February, and March 2021 newsletter.







Posted byNathan ArnoldJanuary 1, 2021November 21, 2022Posted inNews and AnnouncementsTags: Newsletters 








01795 666233

St George's Avenue, Sheerness ME12 1QT
 


Freedom Centre,
						
				Proudly powered by WordPress.			













"
83,1007685,POSITIVELY UK,"











Homepage | Positively UK





















































































































            Deciding “What and Why”        
 



            Setting Up Your Project        
 



            Structuring Your Project        
 



            Promoting Your Project        
 



            Peer Support Training        
 



            Ongoing Support        
 



            Working with People        
 



            Managing Your Project        
 



            Monitoring and Evaluating of Your Project        
 











    CALL US: 0207 713 0444























    Donate





















            Home        
 



            About        






                    About Us                





                    Peer Support                





                    Work with us                





                    Volunteering                








            Our Services        






                    Dealing with diagnosis                





                    Women’s Space                





                    Gay Men’s Wellbeing                





                    Under 30’s                





                    Therapeutic Gardening                





                    Mixed Social                





                    STR8TALK                





                    Welfare Rights Advice                





                    Clinical Outreach                





                    Peer Support Training                






                    Introduction                





                    NHS Providers                





                    Organisations                





                    Peer Mentors                





                    Starting Your Own Project                





                    National Standards for Peer Support in HIV                











            News/Articles        






                    Latest News                





                    Article LIbrary                





                    Events                





                    Personal stories                





                    Newsletter                








            Resources        






                    FAQ                





                    Publications                





                    National HIV Conference                





                    Catwalk4Power Toolkit                





                    Podcast                








            Contact Us        






                    Contact Us                





                    Book an appointment                





                    Donate                


















































 
AdvocatingWe are champions.
We stand up for the dignity and rights of anybody living with or affected by HIV.
DonateSUBSCRIBECaringWe are supporters.
We provide those living with HIV practical and emotional support to help them live a fulfilling life free from isolation.
DonateSUBSCRIBEMotivatingWe are committed.
We don’t say, we act. We believe in the active involvement of people with HIV in developing policies and delivering services.
DonateSUBSCRIBEEnpoweringWe are passionate. We care.
We are committed to grow knowledge, confidence and connections for people living with or affected by HIV. 
DonateSUBSCRIBESupportingWe are practical.
Our advice and support are practical and of immediate benefit.
DonateSUBSCRIBE 



 
















We are positive. We can help. Talk to us about any aspect of your diagnosis, care and living with HIV.






our projects 























PEER MENTOR TRAINING 




Our training modules equip people living with HIV to best support others during their HIV journey. 







LEARN MORE


























DEALING WITH DIAGNOSIS 




We offer a variety of workshops and socials run by staff and volunteers who are living with HIV.  







LEARN MORE


























WOMENS SPACE 




				If you are a woman living with HIV we are here to help. We offer support around dealing with your diagnosis, dating and relationships, maintaining a good physical and mental health, pleasurable and safer sex, pregnancy or contraception.					







LEARN MORE
































Gay men's Wellbeing 




As a gay or bisexual man, HIV can present its own challenges, so we are here to help you explore and understand more about living positively with HIV. 







LEARN MORE


























UNDER 30's 




Our youth services are run by young people living with HIV that understand like no one else the journey and challenges you may face along the way. 







LEARN MORE


























therapeutic gardening 




The Seeds is our horticulture project, celebrating the pleasures of working with soil and plants to create beauty and community spirit.  







LEARN MORE

























Our featured news 






Have Your Say! (Formerly known as Service Use...
Join us via Zoom next Monday at 6:00pm to share your suggestions for the future of Positively UK. All participants ...Read More

Fighting HIV Stigma march
HIV has changed — but the stigma surrounding the virus hasn't. It's time we challenge this.Thousands will take to the ...Read More

We are recruiting!
Job Title: West London & Buckinghamshire Peer Support CoordinatorStarting Salary: £27,000 to £28,000 depending on experience - full timeAnnual Leave: ...Read More

1
2
3
…
17
›
 

























				Living with HIV? Want to talk?					























Call 0207 7713 044 











Send an E-mail 











Book an appointment 























WE CAN HELP. WE ARE POSITIVE. 




























UPCOMING EVENTS 



Current Month

Past & Future Events
AllOnly Past EventsOnly Future Events

april Yoga Nidra
04apr6:00 pm8:00 pmYoga Nidra6:00 pm - 8:00 pm 
Event DetailsUtilising our singing voice for mantras of healing, and then immersing ourselves into deep rest and letting-go we create an open and transformational space for better health and well-being in

more

Event Details
Utilising our singing voice for mantras of healing, and then immersing ourselves into deep rest and letting-go we create an open and transformational space for better health and well-being in body, mind and soul. No prior knowledge of singing or Yoga is needed in order to participate. All are welcome. Everyone is guided to the empowering realisation that healing is always just a thought away.
Please bring for your Yoga Nidra practice:
· Water bottle
· Warm Comfortable clothes
· A blanket/pillow
· A chair (dining room)
. A mobile phone for alarm clock
· Ensure you have a place to lie down once your physical practice is finished.
Register in advance here. 
For more information, please contact Chris O’Hanlon – cohanlon@positivelyuk.org






Time(Tuesday) 6:00 pm - 8:00 pm

 


CalendarGoogleCal


Brent Support Group

Brent HUB

Community Enterprise Centre, 6 Hillside, London, NW10 8BN

17apr11:30 am3:00 pmBrent Support Group11:30 am - 3:00 pm Brent HUB
Event DetailsPeople who receive their HIV care in Brent are welcome to our April support group. This time, Joyce and Beatrice will be organising an outing at Monks Park, followed by

Event Details
People who receive their HIV care in Brent are welcome to our April support group. This time, Joyce and Beatrice will be organising an outing at Monks Park, followed by lunch and refreshments. Contact Joyce on 07395792740 for more information.










Time
(Monday) 11:30 am - 3:00 pm






LocationBrent HUBCommunity Enterprise Centre, 6 Hillside, London, NW10 8BN




 


CalendarGoogleCal








Women’s Room Dancing with Neo
26apr11:00 am2:00 pmWomen’s Room Dancing with Neo11:00 am - 2:00 pm St. Marks Studios, 14 Chillingworth Road, London, N7 8 QJ
Event DetailsNeo will be holding a fun dance movement session. She will help everyone learn some of the latest dance moves to Afrobeat music. Lunch will be provided. We are only

Event Details
Neo will be holding a fun dance movement session. She will help everyone learn some of the latest dance moves to Afrobeat music. Lunch will be provided. We are only able to provide transport reimbursement for anyone in financial hardship. You will need to message either Neo – nmoepi@positivelyuk.org or Helen – hrogers@positivelyuk.org. If you require transport as we can no longer make payment on the day unless pre-authorised. We hope you can attend!










Time
(Wednesday) 11:00 am - 2:00 pm






LocationSt. Marks Studios, 14 Chillingworth Road, London, N7 8 QJ




 


CalendarGoogleCal


Gay Men Meetup at Calthorpe Community Gardens

Calthorpe Community Garden

258-274 Grays Inn Road, London, WC1X 8LH

30apr12:00 pm4:00 pmGay Men Meetup at Calthorpe Community Gardens12:00 pm - 4:00 pm Calthorpe Community Garden
Event DetailsOur Gay Men’s Group, where all ages are welcome, is a friendly group of guys that get together to catch up and discuss everything from HIV to our everyday lives.

Event Details
Our Gay Men’s Group, where all ages are welcome, is a friendly group of guys that get together to catch up and discuss everything from HIV to our everyday lives. We have tea, coffee, good times and a small lunch in the wonderful grounds at Calthorpe Community Gardens in Kings Cross. If it’s your first time, come along and join us from 12:00pm – 4:00pm. For more information, please contact Chris O’Hanlon – cohanlon@positivelyuk.org










Time
(Sunday) 12:00 pm - 4:00 pm






LocationCalthorpe Community Garden258-274 Grays Inn Road, London, WC1X 8LH




 


CalendarGoogleCal





































GET SOCIAL 
















Contact 




	Notice: JavaScript is required for this content.























Twitter 










Positively_UK

 Follow
















@
·

now



 







 Reply on Twitter 

 Retweet on Twitter 



 Like on Twitter 



Twitter



 
Load More



















INSTAGRAM 





















 

















Services


Dealing with diagnosis
Women’s Space
Gay Men’s wellbeing
Under 30’s
Therapeutic Gardening
Peer Support Training
Clinical Outreach







Top Links


About Us
Contact Us
Newsletter
Latest News
Personal stories
Our Events










	Notice: JavaScript is required for this content.














Contact Us


St Marks Studios 14 Chillingworth Road,
Islington N7 8QJ
0207 713 0444
info@positivelyuk.org









 
©Positively UK 2022
Registered Charity no. 1007685,
A company limited by guarantee,
registered in England, no. 2424032
Privacy Policy



































 



X
 


































































 



"
84,1007691,FELPHAM AND MIDDLETON LOCAL HISTORY WORKSHOP,
85,1007699,8TH ROYAL TUNBRIDGE WELLS SCOUT GROUP,
86,1007726,Research Institute for Disabled Consumers,"











Home | RiDC
















 Skip to main navigation


Skip to main content









Site branding









Features & Reviews


Our Consumer Panel


Research & Consultancy








Keyword











About us


Contact us


How we are run


Media


Our history


Our people


Staff


Trustees




Our strategy


Terms and conditions




Research & Consultancy


Our approach


Our methods


Our clients


Our insights


Ageing well


Inclusive research


Postcards from Lockdown London


Bottom of the list


Covid-19 research


Digital inclusion


Helping the helper


Social rules and behaviour




Sustainable energy


Technology


Transport




The Profile of the Panel




Our consumer panel


Forthcoming projects


Join our Consumer Panel


Meet the Panel


Meet Masuma


Meet Sarah


Meet Allan


Meet Tiffany


Meet Benita


Meet Mike


Meet Nom


Meet Lynda


The photos on the RiDC website


Meet Pete


Meet Aamir


Meet Bev


Meet Michelle


Meet Owais


Meet Roxy


Meet Antony






Features & Reviews


At Home


Bathing


Help with getting into the bath


Our recommendations: bath boards


Our recommendations: bath seats




Central heating


Selecting the right heating controls


Heating controls: types and features


Our recommendations: heating controls


Smart home apps


Accessible smart central heating control apps


Smart heating control apps we reviewed




Energy


Choosing the renewable home heating option for you


How to choose an energy price comparison and switching website




Stairlifts and Homelifts


Choosing the right stairlift


Financial help paying for a stairlift


Homelifts


How much will a stairlift cost?


Selecting the right stairlift


Stairlifts - consumer tips




Washing machines


Choosing the right washing machine


Our recommendations (washing machines)


Seven accessibility features for washing machines






Out and about


Car search


Advanced car measurements


Quick search


By make


What we measure


Car search - FAQ's




Thinking about car controls


Choosing a Scooter


Mobility scooters


Mobility scooters checklist


Class 2 and Class 3 mobility scooters


Travelling with a mobility scooter


Mobility scooters controls


Mobility scooters batteries


Mobility scooters stability




Scooter Search




Electric Cars


Charging


Checklist of things to consider


The technology


Thinking about getting an electric vehicle home charger




Family cars


Car seats for disabled children


Getting disabled children into and out of a car


Transporting children's equipment in the car




Getting a powered wheelchair


Types of powered wheelchairs


Getting assessed for a powered wheelchair


Finance for powered wheelchairs




Getting a wheelchair or mobility scooter into a car


Wheelchair boot bag


Boot hoists


Platform lifts


Ramps


Rooftop hoists and boot loaders




Getting in and out of a car


Accessories for getting into and out of a car


Hoists for wheelchair users getting into a car


Swivel seats


Techniques for getting in and out of a car




Older Drivers


Health, wellbeing and driving


Older drivers - eyesight


Older drivers - medical conditions


Safe driving for older drivers


The law on driving and age


Older drivers - change your car




Wheelchair accessible vehicles (WAVs)


WAV's checklist


Buying new, second-hand, or hiring a WAV?


Driving a WAV


Passenger WAVs - checklist


Regulations and standards for WAVs


Wheelchairs for WAVs






Guides


Driving with a disability


Home and technology


Mobility and motoring




Podcasts




News














Home Banner



Working towards an inclusive and accessible life for all




















































What we do










Research & Consultancy



Inclusive research and user testing that offers specialised insight from our panel of over 3,600 disabled and older people - directly to your business, charity or institution











Our Panel



Sign up to share your insights and experiences alongside 3,600 disabled and older people 











Features & Reviews



Read our unbiased reviews, information and guidance on products and services based on our research with disabled and older consumers












Highlights from our work














 





Ministry of Justice: Modernising Lasting Powers of Attorney





Our clients

















 





Making Rail Accessible: Office of Rail and Road





Our clients

















 





Channel 4: Improved Access for Disabled Viewers





Our clients














Our Clients








Motability











Unilever 











Office of Rail and Road











Channel 4











Arriva














Features










News
14 Mar 2023






Podcast: How will disabled people be involved in the National Centre for Accessible Transport?




RiDC Chair of Trustees, Dr Phil Friend grills our CEO, Gordon McCullough on what NCAT really means for disabled and older people in the UK 

Read more





















News
2 Mar 2023






We have lots of exciting job opportunities at RiDC




If you have a background in research and are looking for a job with meaning and purpose, then take a look

Read more











Podcasts
1 Mar 2023






Molly O'Brien: Real Lives Lived




In this episode of Gears, Gadgets and Gizmos, Phil Friend talks to Molly O'Brien - Senior Researcher and Insight Advisor at Activity Alliance

Read more











News
15 Feb 2023






Disabled people’s experience at heart of newly launched National Centre for Accessible Transport 




RiDC is one of the organisations involved in the project, which aims to make transport accessible for all

Read more












Popular


















Meet Masuma




How our consumer panel member Masuma finds being on the panel and what most interests her.



















Getting an electric vehicle home charger



If you are thinking of getting a home charger for your electric vehicle we have compiled some useful guidance on what you need to thinking about. 



















Car search



Our unique database will help you find cars with flat, easily accessible boots, that have room for a folded wheelchair or that have lots of legroom and high seats




















Our Panel


















Forthcoming projects






















Joining the panel




How to sign up and what you can expect from being a member



















Meet some of our panel members



Meet some of the RiDC consumer research panel members






















Sign up to our newsletter











Follow us


Follow us on Facebook
Follow us on LinkedIn
Follow us on Twitter




Contact

Impact Hub King’s Cross
34b York Way
London N1 9AB
020 7427 2460
[email protected]
Information Standard 





Footer small print

The Research Institute for Disabled Consumers is a UK charity providing independent research to create accessible and inclusive products and services. As an organisation led by disabled people, it matters to us that the insights from disabled and older consumers are listened to.
Company Registered in England: 2669868 Registered Charity No: 1007726 VAT Registration No: 577 8406 92





Accessibility


Cookie Policy


Privacy Policy



Site by Effusion

Site by Effusion













"
87,1007727,NORTHREPPS VILLAGE HALL,
88,1007780,REGINALD DALLIN MEMORIAL FUND,
89,1007789,FRIENDS OF FRAMPTON COTTERELL C OF E SCHOOL,"



























































































Frampton Cotterell CofE Primary School






















top of pageFrampton Cotterell Church of England Primary School
""becoming the Best we can through Faith, Friendship and Participation""Log InOur SchoolWelcomeChristian EthosSpecial Educational NeedsELSA SupportPupil PremiumCurriculum OverviewCurriculum SubjectsReadingWritingMathsScienceTopicReligious EducationPhysical Education (PE)ComputingFrenchMusicArtDesign TechnologyExtra Curricular OpportunitiesOFSTEDResultsSafeguardingPoliciesFinancialRemote EducationSchool CommunityStaffGovernorsFriends of FCCECommunity RelationshipsGalleryEventsTerm DatesNewslettersNew FolderParents' InfoWellbeingKey Stages and ClassesEYFSKS1LKS2UKS2Clubs & ActivitiesAttendanceParents' EveningsSchool Trips & VisitorsE-SafetyE-Safety@homeUniformsSchool LunchesNew ParentsNew Parents Sept. 23AdmissionsOpen DaysContact UsFile ShareMore...Use tab to navigate through the menu items.Mrs. Hannah R. Hornig, our Headteacher,
talks about our 
school.




""Such an excellent school!  Everyone works so hard to give my child the best care and education possible.""Mr. Alex Knight explains about our school ethos, our values and our engaging Key Stage 2 curriculum.Mrs. Cathy Walker tells you about how we care for and nurture all our children.Mrs. Kelly Stanley tells you about how everyone in our school is valued, nurtured and cherished.Frampton Cotterell C of E Primary School
Rectory Road, Frampton Cotterell, South Gloucestershire, BS36 2BT.
Telephone: 01454 867205            
Email: office@fcceprimary.co.uk
Headteacher :Mrs Hannah Hornig   
Office Manager: Mrs. Nicola AddicottWebsite created using 'Wix"". and Designed by the team @FCCEbottom of page










"
90,1007842,EAST HOATHLY AND DISTRICT AGE CONCERN,
91,1007918,Groundwork South and North Tyneside Limited,
92,1007938,SILVERDALE LODGE BENEVOLENT FUND,
93,1007940,QUY VILLAGE HALL,
94,1007947,OSEL ENTERPRISES LIMITED,
95,1007957,FENWICK CHARITABLE TRUST,
96,1008033,WOODNEWTON VILLAGE HALL,"
































































































Woodnewton | Woodnewton Village Hall | Peterborough 























top of pageHOMEABOUT USPHOTO GALLERYFACILITIESUP COMING EVENTSPAST EVENTSPRICESCONTACTMoreUse tab to navigate through the menu items.Woodnewton Village Hall
ABOUT USWoodnewton Village Hall is situated off Orchard Lane, set in the sleepy surroundings of the beautiful village of Woodnewton. The hall offers a main hall which holds up to 200 people standing and 100 sitting, a meeting room seating 12 and a kitchen with cooking facilities and a serving hatch into the main hall. The hall opens out on to the village park that offers a football pitch, zip wire along with other children's play equipment.
​
​
Spin and click on the pictures below to have a look roundAbout usPhoto GalleryFacilitiesFacilitiesThe main hall is approximately 9m x 12m and can comfortably hold 150 people standing and 60 seated.




 Off road car parking 







Meeting Room

Room set aside from main hall


Seat up to 12 around a large table


Flip chart







Free fibre WIFI Provided by GIGACLEAR 






​Full disabled access from 
car park and round the hall
​
 
 




Main Hall

Room for up to 150 people standing and 60 seated.


Newly re-decorated and floor sanded and re-sealed in 2020


Double doors opening onto playing field and Children's play area


Heating throughout the hall


Disabled toilet


Men's and women's toilets











Kitchen

Separate kitchen with serving hatch


Electric double cooker with 5 ring hob


Fridge


Sink


Kettles


China, Cutlery & Glasses

Events








Upcoming EventsKeep an eye open for upcoming eventsPast EventsPAST EVENTS
A collection of our past events
Bingo Nightpress to zoomFireworkspress to zoomBingo Nightpress to zoomDog Showpress to zoomFireworkspress to zoomDads Armypress to zoomPricesPrices







Meeting RoomMeeting room hourly rate:
Local users in Woodnewton  - £7
Regular users - £7
Other users outside Woodnewton - £8
Booking deposit - £50




Main Hall & KitchenHourly Rate
Local users in Woodnewton - £15
Regular users - £10
Other users outside Woodnewton - £20
Booking deposit - £50Please note that the children's play area and playing field is not included as part of the booking as it is a public spaceWhy Not Book Now?ContactFIND USAddress:
Woodnewton Village Hall,
Orchard Lane,
Woodnewton,
PE8 5EE
​
Tel: 01780 470 758
(bookings Marilyn Jenner)

Email:
villagehallwoodnewton@gmail.comWhy not fill out a contact form?To talk to us about booking dates or anything else that's on your mindSuccess! Message received.Send© 2021 Jack
Woodnewton Village Hall, Orchard Lane, Woodnewton, PE8 5EE 
Registered Charity Number 1008033
Last Edited April 2021
(All Prices Correct at the Time of Editing)bottom of page










"
97,1008069,FRIENDS OF HERNE MILL,"






















































































Home | Herne Windmill































top of pageMAKE A DONATIONHomeHistoryFriends of Herne MillVisit UsOpen DaysEventsWootton RoomGalleryContactCommitteeLatest NewsDonateMoreUse tab to navigate through the menu items.Welcome to Herne MillHerne Mill is a Kentish smock windmill dating from 1789.It is Grade I listed, owned by Kent County Council and cared for by the Friends of Herne Mill.The latest in a long line of mills which have occupied the site for centuries, the windmill is a local landmark on the skyline above the ancient village of Herne in Kent. It can be seen from the A299 Thanet Way, which passes nearby; from the Thames Estuary where it is a ‘sea mark’ and from the countryside around.Visit Herne MillHome: Welcome






Visiting The MillThe open season is normally from Easter to the end of September:Sundays and Bank Holidays throughout the seasonNational Mills Weekend (second weekend in May) open Saturday and SundayThursdays in AugustHeritage Weekend (second weekend in September) open Saturday and Sunday - free admission​Check our 'Open Days' page for a list of confirmed dates for this years open season.AdmissionAdults - £2.00Children under 16 - FREE admission(Children under age of 12 must be in the care of a responsible adult at all times)Cash Only - we have no credit card facilities on site​Opening times are from 2pm to 5pm with last admissions at 4:30pm.The mill is also open by appointment. Please get in touch to find out more.​Open DaysHome: Visit UsGetting to Herne MillRoad access is signposted from the A291 Herne Bay - Canterbury road and the A299.If travelling from Thanet, take the turn off signed Canterbury/Broomfield, proceed parallel to the A299 and turn left into Mill Lane at the windmill fingerpost.Pedestrian access from Herne Bay - use the Pigeon Lane footbridge over the A299, turn right into Mill Lane.Public Transport:Rail: 2 miles from Herne Bay station.Bus: 4/4B/6/6B Canterbury / Whitstable / Herne BayContact UsHome: Getting Here







Become a Friend of Herne MillSupport your local historic landmark and have free access to the mill on open days throughout the season by becoming a Friend.Get in touch to find out more and become a Friend of Herne Mill.More InfoHome: Membership




Wootton RoomHere at Herne Mill we have a great little space next door - the Wootton Room.This space is available for bookings and we are eternally grateful to all of our regular visitors, who contribute towards keeping the mill alive through the use of this room.All proceeds are directly reinvested into Herne Mill, helping to maintain and restore this landmark, and allowing the Friends to keep opening the mill to the public.More InfoHome: DonateOur HistoryHerne Mill has a wealth of history, dating back to 1789!Find out more about this interesting historic landmark on our 'History' page . . .Read moreHome: HistoryGalleryView GalleryHome: Photo GalleryFollow©2018 Herne Mill     Registered Charity Number: 1008069bottom of page










"
